1.870000000000000000e+02,2.300000000000000000e+01
1.710000000000000000e+02,7.399999999906867743e+01
2.220000000000000000e+02,9.299999999906867743e+01
2.660000000000000000e+02,1.059999999990686774e+02
1.500000000000000000e+02,1.610000000009313226e+02
2.080000000000000000e+02,1.320000000009313226e+02
1.395000000000000000e+03,8.219999999990686774e+02
1.098000000000000000e+03,8.800000000009313226e+02
1.092000000000000000e+03,7.659999999990686774e+02
1.399000000000000000e+03,7.589999999990686774e+02
8.810000000000000000e+02,8.719999999990686774e+02
1.076000000000000000e+03,5.330000000000000000e+02
1.082000000000000000e+03,6.669999999990686774e+02
1.221000000000000000e+03,6.609999999990686774e+02
1.229000000000000000e+03,5.519999999990686774e+02
9.420000000000000000e+02,5.070000000000000000e+02
8.730000000000000000e+02,4.889999999990686774e+02
7.860000000000000000e+02,4.619999999990686774e+02
7.430000000000000000e+02,4.550000000000000000e+02
6.440000000000000000e+02,4.139999999990686774e+02
4.770000000000000000e+02,3.550000000000000000e+02
2.790000000000000000e+02,2.859999999990686774e+02
2.160000000000000000e+02,2.659999999990686774e+02
1.490000000000000000e+02,2.370000000009313226e+02
1.940000000000000000e+02,3.149999999990686774e+02
1.980000000000000000e+02,4.450000000000000000e+02
1.430000000000000000e+02,4.680000000000000000e+02
1.090000000000000000e+02,3.109999999990686774e+02
7.600000000000000000e+01,3.710000000000000000e+02
2.000000000000000000e+01,4.919999999990686774e+02
2.410000000000000000e+02,5.499999999990686774e+02
4.070000000000000000e+02,6.009999999990686774e+02
4.170000000000000000e+02,5.630000000000000000e+02
4.370000000000000000e+02,5.150000000000000000e+02
4.370000000000000000e+02,4.889999999990686774e+02
4.650000000000000000e+02,4.109999999990686774e+02
3.160000000000000000e+02,4.570000000009313226e+02
3.130000000000000000e+02,4.869999999990686774e+02
2.640000000000000000e+02,4.849999999990686774e+02
2.280000000000000000e+02,6.810000000009313226e+02
2.500000000000000000e+02,7.109999999990686774e+02
2.880000000000000000e+02,7.199999999990686774e+02
3.560000000000000000e+02,7.350000000009313226e+02
3.760000000000000000e+02,7.089999999990686774e+02
4.400000000000000000e+02,7.250000000009313226e+02
5.310000000000000000e+02,7.500000000009313226e+02
6.570000000000000000e+02,7.919999999990686774e+02
6.690000000000000000e+02,7.759999999990686774e+02
6.540000000000000000e+02,6.789999999990686774e+02
7.200000000000000000e+02,6.180000000009313226e+02
7.180000000000000000e+02,5.680000000000000000e+02
8.750000000000000000e+02,5.959999999990686774e+02
8.490000000000000000e+02,6.660000000009313226e+02
8.720000000000000000e+02,7.059999999990686774e+02
7.320000000000000000e+02,7.460000000000000000e+02
8.400000000000000000e+02,8.219999999990686774e+02
8.250000000000000000e+02,8.749999999990686774e+02
7.480000000000000000e+02,8.859999999990686774e+02
7.300000000000000000e+02,8.520000000009313226e+02
9.730000000000000000e+02,3.109999999990686774e+02
1.012000000000000000e+03,2.229999999990686774e+02
1.031000000000000000e+03,1.820000000009313226e+02
1.093000000000000000e+03,1.999999999990686774e+02
1.106000000000000000e+03,1.589999999990686774e+02
1.150000000000000000e+03,4.800000000000000000e+01
1.029000000000000000e+03,3.349999999990686774e+02
1.127000000000000000e+03,3.329999999990686774e+02
1.214000000000000000e+03,3.509999999990686774e+02
1.185000000000000000e+03,4.369999999990686774e+02
1.274000000000000000e+03,4.650000000009313226e+02
1.273000000000000000e+03,5.609999999990686774e+02
1.287000000000000000e+03,6.140000000009313226e+02
1.332000000000000000e+03,5.600000000000000000e+02
1.321000000000000000e+03,4.570000000009313226e+02
1.315000000000000000e+03,3.780000000009313226e+02
1.344000000000000000e+03,3.679999999990686774e+02
1.355000000000000000e+03,4.389999999990686774e+02
1.383000000000000000e+03,4.869999999990686774e+02
4.870000000000000000e+02,2.410000000009313226e+02
4.140000000000000000e+02,1.669999999990686774e+02
4.850000000000000000e+02,1.239999999990686774e+02
5.750000000000000000e+02,8.900000000093132257e+01
5.850000000000000000e+02,2.020000000000000000e+02
7.470000000000000000e+02,7.900000000093132257e+01
6.310000000000000000e+02,3.280000000009313226e+02
8.030000000000000000e+02,1.940000000000000000e+02
8.140000000000000000e+02,2.529999999990686774e+02
8.600000000000000000e+02,7.599999999906867743e+01
8.930000000000000000e+02,1.520000000009313226e+02
9.390000000000000000e+02,8.099999999906867743e+01
9.850000000000000000e+02,8.000000000000000000e+01
1.026000000000000000e+03,6.899999999906867743e+01
9.300000000000000000e+02,1.999999999990686774e+02
8.840000000000000000e+02,2.849999999990686774e+02
8.220000000000000000e+02,3.470000000009313226e+02
7.340000000000000000e+02,3.579999999990686774e+02
6.080000000000000000e+02,3.609999999990686774e+02
6.950000000000000000e+02,4.039999999990686774e+02
1.153000000000000000e+03,2.299999999990686774e+02
1.223000000000000000e+03,1.539999999990686774e+02
