0,1
1,2
2,3
3,4
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,11
14,17
17,18
18,19
19,20
20,21
21,22
22,23
24,21
25,20
26,27
27,28
28,19
28,29
30,27
17,31
31,29
32,18
13,33
33,34
34,35
35,36
36,37
37,38
39,40
40,41
41,42
42,43
43,34
35,39
36,44
44,45
45,37
35,46
46,47
47,29
31,48
47,49
11,50
50,51
51,52
52,53
53,54
54,12
13,55
55,56
56,57
57,58
58,52
57,53
56,54
55,59
58,60
60,61
50,62
10,62
63,62
63,64
65,66
66,67
67,64
64,68
68,69
69,70
70,71
71,72
72,9
72,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,4
69,82
82,83
83,84
84,85
85,79
85,86
86,83
79,87
78,88
88,89
89,77
89,90
76,91
91,92
92,93
93,94
94,91
75,95
74,96
73,97
51,98
98,65
98,99
99,100
100,58
52,99
98,64
