0,1
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,14
14,15
15,16
16,17
17,18
18,19
2,3
20,7
20,21
21,22
22,23
23,24
24,25
25,14
25,26
26,15
27,28
28,29
29,30
30,31
31,21
32,30
32,33
33,34
34,35
35,36
36,33
37,38
38,39
39,40
40,41
41,42
43,44
44,45
45,46
47,46
47,48
48,49
50,49
51,50
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,19
70,71
71,72
72,73
73,74
74,75
75,76
75,259
77,65
74,78
78,79
79,80
80,81
10,82
82,83
83,84
85,86
87,2
86,87
86,88
88,89
89,78
90,91
91,15
90,92
92,19
90,93
93,94
94,83
95,82
96,95
95,94
93,96
96,97
97,91
82,98
98,99
99,9
99,100
100,101
101,83
101,102
102,103
103,3
0,104
104,105
1,106
106,107
109,29
110,32
111,30
27,112
112,23
113,112
12,24
7,114
5,115
115,116
117,115
4,118
108,119
119,120
120,2
1,119
121,120
20,122
20,123
9,22
21,124
114,125
126,35
42,126
43,126
126,127
43,128
42,129
129,130
130,41
130,131
40,132
132,133
133,134
134,132
39,135
136,37
137,38
26,138
138,139
139,27
37,139
26,140
140,141
141,138
141,142
142,143
143,144
144,140
145,140
146,144
147,143
148,147
142,149
149,150
149,151
142,152
152,13
48,153
47,154
59,155
58,156
156,157
156,158
158,159
61,160
160,161
161,162
160,163
165,60
165,166
166,167
167,168
168,166
165,169
169,170
170,171
171,172
172,173
173,174
174,57
175,174
173,176
171,177
170,178
179,169
165,180
66,181
67,182
182,183
183,184
183,185
182,72
71,186
69,187
188,68
67,189
65,190
190,191
190,192
90,193
193,194
194,195
195,196
196,197
197,198
198,89
198,199
197,200
200,201
201,196
195,202
202,203
203,194
202,204
202,205
205,206
206,203
193,207
93,208
209,84
209,210
85,211
211,212
212,213
211,88
214,87
215,17
64,216
216,63
64,217
217,63
45,218
218,44
217,219
217,216
216,220
220,221
221,218
218,222
222,223
221,44
45,221
219,224
224,225
225,226
172,227
54,228
228,229
230,231
231,228
228,232
232,230
55,233
56,234
234,50
50,235
235,236
236,237
237,238
238,239
238,240
240,52
236,241
241,242
241,243
243,244
244,245
245,246
246,235
73,195
102,247
247,248
248,249
249,103
250,248
251,247
100,252
252,4
8,253
253,6
254,255
255,256
256,84
254,84
257,85
254,257
211,258
258,257
172,260
240,261
107,262
